"id","sex","sterilized","birth_date","flagged_deceased_date","region","environ","origin","size","breed1","breed2","purebred","owner_breed","reg_breed","regseq_breed","geno_wgs","geno_axiom","geno_lowpass","other_population","owner_label","responses","response_rate","mutt","cand","conf","consensus_breed"
382,"female","yes",2012-02-03,NA,NA,NA,"breeder",3,"belgian malinois",NA,"yes","belgian malinois","belgian malinois","belgian malinois",FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,FALSE,TRUE,TRUE,"belgian malinois"
383,"male","yes",2013-01-01,NA,"West (Pacific)","urban","shelter",3,"american pit bull terrier","german shepherd dog",NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
384,"male","yes",2006-05-27,NA,NA,NA,"rescue",2,"american staffordshire terrier","labrador retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
385,"female","yes",2014-01-15,NA,NA,NA,"rescue",3,"american staffordshire terrier","boxer",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
386,"male","yes",2012-11-23,NA,"South (West South Central)","urban","rescue",2,"english springer spaniel","border collie",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,68,0.576271186440678,TRUE,FALSE,FALSE,NA
387,"female","yes",2008-04-11,NA,"South (West South Central)","urban","rescue",1,"english springer spaniel",NA,NA,"english springer spaniel",NA,NA,FALSE,FALSE,FALSE,NA,NA,68,0.576271186440678,FALSE,TRUE,FALSE,"english springer spaniel"
388,"male","yes",2004-01-01,NA,"South (West South Central)","urban","rescue",2,"english springer spaniel",NA,"yes","english springer spaniel","english springer spaniel","english springer spaniel",FALSE,FALSE,FALSE,NA,NA,68,0.576271186440678,FALSE,TRUE,TRUE,"english springer spaniel"
389,"male","yes",2012-02-29,NA,"Northeast (Mid-Atlantic)","urban","rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
390,"male","yes",2009-07-22,NA,"Northeast (Mid-Atlantic)","urban","rescue",2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
391,"male","yes",2003-05-25,NA,"West (Pacific)","urban","rescue",3,"dalmatian",NA,NA,"dalmatian",NA,"dalmatian",FALSE,TRUE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"dalmatian"
392,"female","yes",2003-11-24,NA,"West (Mountain)","rural","rescue",2,"australian cattle dog",NA,NA,"australian cattle dog",NA,NA,FALSE,TRUE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
393,"female","yes",2010-11-23,NA,"West (Mountain)","rural","shelter",2,"australian cattle dog",NA,NA,"australian cattle dog",NA,NA,FALSE,TRUE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"australian cattle dog"
394,"female","yes",2011-11-24,NA,"West (Mountain)","rural","shelter",2,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"american pit bull terrier"
395,"male","yes",2011-12-02,NA,"West (Pacific)","suburban","other",2,"australian shepherd","border collie",NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
396,"male","yes",2009-01-14,NA,NA,NA,NA,NA,"labrador retriever","golden retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
397,"male","yes",2008-03-20,NA,NA,NA,"breeder",NA,"labrador retriever","golden retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
398,"male","yes",2011-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
399,"male","yes",2007-06-07,NA,NA,NA,"other",2,"shetland sheepdog",NA,"yes","shetland sheepdog","shetland sheepdog","shetland sheepdog",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"shetland sheepdog"
400,"male","no",2014-11-16,NA,NA,NA,"rescue",4,"belgian shepherd tervuren",NA,"yes","belgian shepherd tervuren","belgian shepherd tervuren","belgian shepherd tervuren",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"belgian shepherd tervuren"
401,"male","yes",2009-01-01,NA,"Northeast (New England)","urban","other",3,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
402,"female","yes",2008-02-13,NA,"Northeast (New England)","urban","other",3,"german shepherd dog","rottweiler",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
403,"male","yes",2010-06-03,NA,NA,NA,"rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
404,"female","yes",2015-01-01,NA,NA,NA,"breeder",NA,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
405,"male","yes",2015-01-01,NA,NA,NA,"shelter",NA,"american staffordshire terrier","boxer",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
406,"female","yes",2003-01-01,NA,"South (West South Central)","rural","breeder",2,"american pit bull terrier",NA,"yes","american pit bull terrier","american pit bull terrier","american pit bull terrier",FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,TRUE,"american pit bull terrier"
407,"female","yes",2007-01-01,NA,"South (West South Central)","rural","breeder",2,"american pit bull terrier",NA,"yes","american pit bull terrier","american pit bull terrier","american pit bull terrier",FALSE,FALSE,TRUE,NA,NA,116,0.983050847457627,FALSE,TRUE,TRUE,"american pit bull terrier"
408,"male","yes",2004-11-01,NA,NA,NA,"other",2,"australian kelpie","labrador retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,58,0.491525423728814,TRUE,FALSE,FALSE,NA
409,"male","yes",2013-11-23,NA,NA,NA,"rescue",2,"carolina dog","carolina dog",NA,"carolina dog",NA,NA,FALSE,FALSE,FALSE,NA,NA,66,0.559322033898305,FALSE,TRUE,FALSE,"carolina dog"
410,"female","no",2015-01-01,NA,NA,NA,"breeder",NA,"golden retriever",NA,"yes","golden retriever","golden retriever","golden retriever",FALSE,FALSE,FALSE,NA,NA,36,0.305084745762712,FALSE,TRUE,TRUE,"golden retriever"
411,"male","yes",2012-08-01,NA,NA,NA,"breeder",3,"rottweiler",NA,"yes","rottweiler","rottweiler","rottweiler",FALSE,FALSE,FALSE,NA,NA,58,0.491525423728814,FALSE,TRUE,TRUE,"rottweiler"
412,"female","yes",NA,NA,NA,NA,"rescue",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
413,"female","no",2014-06-10,NA,NA,NA,"breeder",3,"alaskan malamute",NA,"yes","alaskan malamute","alaskan malamute","alaskan malamute",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"alaskan malamute"
414,"female","yes",2003-04-01,NA,NA,NA,"rescue",2,"siberian husky",NA,NA,"siberian husky",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"siberian husky"
415,"male","no",2012-09-06,NA,NA,NA,"breeder",4,"alaskan malamute",NA,"yes","alaskan malamute","alaskan malamute","alaskan malamute",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"alaskan malamute"
416,"male","yes",2010-11-23,NA,NA,NA,"rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
417,"male","no",2005-01-01,NA,NA,NA,"rescue",1,"bichon frise","poodle",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
418,"male","yes",2003-01-01,NA,NA,NA,"other",2,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
419,"female","yes",2008-05-11,NA,NA,NA,"breeder",1,"american cocker spaniel","toy poodle",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
420,"female","yes",2002-11-23,NA,"West (Pacific)","suburban","rescue",2,"border collie",NA,NA,"border collie",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"border collie"
421,"female","yes",2009-01-01,NA,NA,NA,"rescue",NA,"english bulldog",NA,"yes","english bulldog","english bulldog","english bulldog",FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,TRUE,"english bulldog"
422,"male","yes",2012-07-23,NA,"Northeast (New England)","suburban","other",NA,"toy poodle",NA,NA,"toy poodle",NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,FALSE,"toy poodle"
423,"male","yes",2009-01-01,NA,NA,NA,"breeder",NA,"french bulldog",NA,"yes","french bulldog","french bulldog","french bulldog",FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,TRUE,"french bulldog"
424,"female","yes",2002-01-15,NA,NA,NA,"other",2,"labrador retriever",NA,NA,"labrador retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,28,0.23728813559322,FALSE,TRUE,FALSE,"labrador retriever"
425,"male","yes",2013-11-23,NA,"West (Pacific)","suburban","shelter",1,"australian shepherd",NA,NA,"australian shepherd",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"australian shepherd"
426,"male","yes",2008-05-10,NA,NA,NA,"breeder",3,"belgian malinois",NA,"yes","belgian malinois","belgian malinois","belgian malinois",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"belgian malinois"
427,"female","yes",2014-05-06,NA,"South (East South Central)","urban","breeder",2,"border collie",NA,"yes","border collie","border collie","border collie",FALSE,TRUE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"border collie"
428,"male","no",2013-04-22,NA,NA,NA,"breeder",3,"belgian malinois",NA,"yes","belgian malinois","belgian malinois","belgian malinois",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"belgian malinois"
429,"female","yes",2005-01-01,NA,NA,NA,"other",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
430,"female","yes",2004-11-23,NA,NA,NA,"shelter",2,"american cocker spaniel",NA,NA,"american cocker spaniel",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"american cocker spaniel"
431,"male","yes",2012-01-15,NA,NA,NA,"shelter",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,8,0.0677966101694915,TRUE,FALSE,FALSE,NA
432,"female","yes",2010-11-23,NA,NA,NA,"other",NA,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,FALSE,"american pit bull terrier"
433,"female","yes",2014-12-02,NA,"Northeast (Mid-Atlantic)","suburban","shelter",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,115,0.974576271186441,TRUE,FALSE,FALSE,NA
434,"male","yes",2008-11-23,NA,NA,NA,"shelter",NA,"pointer",NA,NA,"pointer",NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,FALSE,"pointer"
435,"male","yes",2013-09-01,NA,"West (Pacific)","urban","rescue",2,"border collie",NA,NA,"border collie",NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,FALSE,"border collie"
436,"male","yes",2013-06-24,NA,NA,NA,"breeder",1,"cavalier king charles spaniel","coton de tulear",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,114,0.966101694915254,TRUE,FALSE,FALSE,NA
437,"male","yes",2009-08-13,NA,"Midwest (West North Central)","suburban","breeder",3,"samoyed",NA,"yes","samoyed","samoyed","samoyed",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"samoyed"
438,"female","no",2015-04-19,NA,NA,NA,"breeder",NA,"havanese",NA,"yes","havanese","havanese","havanese",FALSE,FALSE,FALSE,NA,NA,112,0.949152542372881,FALSE,TRUE,TRUE,"havanese"
439,"female","yes",2010-08-01,NA,"South (South Atlantic)","urban","rescue",1,"german shepherd dog","basset hound",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
440,"male","no",2014-04-05,NA,NA,NA,"breeder",3,"border collie",NA,"yes","border collie","border collie","border collie",FALSE,FALSE,FALSE,NA,NA,48,0.406779661016949,FALSE,TRUE,TRUE,"border collie"
441,"male","no",2014-07-25,NA,"South (South Atlantic)","urban","breeder",3,"saluki",NA,"yes","saluki","saluki","saluki",FALSE,FALSE,FALSE,NA,NA,111,0.940677966101695,FALSE,TRUE,TRUE,"saluki"
442,"male","yes",2003-11-24,NA,NA,NA,NA,NA,"chow chow",NA,NA,"chow chow",NA,NA,FALSE,FALSE,FALSE,NA,NA,3,0.0254237288135593,FALSE,TRUE,FALSE,"chow chow"
443,"female","yes",2010-03-04,NA,"West (Pacific)","urban","breeder",4,"great dane",NA,"yes","great dane","great dane","great dane",FALSE,FALSE,TRUE,NA,NA,114,0.966101694915254,FALSE,TRUE,TRUE,"great dane"
444,"female","yes",2012-04-01,NA,NA,NA,"breeder",3,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
445,"female","yes",2010-01-01,NA,"South (West South Central)","urban","rescue",4,"mastiff",NA,NA,"mastiff",NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,FALSE,TRUE,FALSE,"mastiff"
446,"male","yes",2012-04-30,NA,"West (Pacific)","urban","breeder",4,"great dane",NA,"yes","great dane","great dane","great dane",FALSE,FALSE,TRUE,NA,NA,115,0.974576271186441,FALSE,TRUE,TRUE,"great dane"
447,"male","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
448,"female","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
449,"female","yes",NA,NA,NA,NA,NA,NA,"beagle",NA,NA,"beagle",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"beagle"
450,"male","yes",2011-12-31,NA,"Northeast (Mid-Atlantic)","suburban","rescue",1,"american eskimo dog",NA,"no","american eskimo dog",NA,NA,FALSE,FALSE,FALSE,NA,NA,28,0.23728813559322,FALSE,TRUE,FALSE,"american eskimo dog"
451,"male","yes",2009-11-23,NA,NA,NA,"rescue",1,"standard schnauzer","australian cattle dog",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
452,"male","yes",2007-11-24,2018-08-19,"Northeast (Mid-Atlantic)","suburban","rescue",1,"australian shepherd","pekingese",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,28,0.23728813559322,TRUE,FALSE,FALSE,NA
453,"male","yes",2010-11-23,NA,NA,NA,"rescue",1,"shih tzu","poodle",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
454,"female","yes",NA,NA,"West (Mountain)","suburban","shelter",NA,"border collie","basset hound",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
455,"female","yes",2011-11-24,NA,NA,NA,"shelter",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,TRUE,FALSE,FALSE,NA
456,"female","yes",2005-11-23,NA,"Northeast (Mid-Atlantic)","suburban","rescue",1,"american eskimo dog",NA,NA,"american eskimo dog",NA,NA,FALSE,FALSE,FALSE,NA,NA,28,0.23728813559322,FALSE,TRUE,FALSE,"american eskimo dog"
457,"female","yes",NA,NA,NA,NA,NA,NA,"beagle",NA,NA,"beagle",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"beagle"
458,"male","yes",2014-05-15,NA,"West (Mountain)","suburban","breeder",1,"border collie","papillon",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
459,"male","yes",2008-11-23,NA,"South (West South Central)","urban","shelter",2,"german shepherd dog","pembroke welsh corgi",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,TRUE,FALSE,FALSE,NA
460,"female","yes",2013-06-06,NA,NA,NA,"shelter",4,"black russian terrier",NA,NA,"black russian terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"black russian terrier"
461,"female","yes",2007-01-01,NA,NA,NA,"shelter",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,18,0.152542372881356,TRUE,FALSE,FALSE,NA
462,"male","yes",2010-01-01,NA,NA,NA,"rescue",2,"american pit bull terrier","belgian malinois",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
463,"female","yes",NA,NA,NA,NA,NA,NA,"american pit bull terrier","staffordshire bull terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
464,"male","yes",2014-01-01,NA,NA,NA,NA,NA,"bull terrier","american pit bull terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
465,"male","yes",2012-02-25,NA,NA,NA,"rescue",NA,"rottweiler",NA,NA,"rottweiler",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"rottweiler"
466,"male","no",2007-05-12,NA,NA,NA,"breeder",1,"jack russell terrier",NA,"yes","jack russell terrier","jack russell terrier","jack russell terrier",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"jack russell terrier"
467,"male","yes",2006-09-06,NA,NA,NA,"breeder",1,"shetland sheepdog",NA,NA,"shetland sheepdog",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"shetland sheepdog"
468,"male","yes",2008-05-01,NA,"West (Mountain)","suburban","shelter",3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
469,"male","yes",2008-04-06,NA,"West (Pacific)","suburban","breeder",3,"chesapeake bay retriever",NA,"yes","chesapeake bay retriever","chesapeake bay retriever","chesapeake bay retriever",FALSE,FALSE,FALSE,NA,NA,87,0.73728813559322,FALSE,TRUE,TRUE,"chesapeake bay retriever"
470,"male","yes",2014-01-03,NA,"Midwest (East North Central)","urban","rescue",2,"shar pei","american staffordshire terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
471,"male","yes",1997-11-24,NA,"Northeast (Mid-Atlantic)","rural","shelter",2,"jack russell terrier",NA,NA,"jack russell terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"jack russell terrier"
472,"female","yes",2001-11-24,2018-09-05,"Northeast (Mid-Atlantic)","rural","shelter",1,"jack russell terrier",NA,NA,"jack russell terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"jack russell terrier"
473,"female","yes",2008-11-24,NA,"Northeast (Mid-Atlantic)","rural","rescue",1,"cairn terrier",NA,NA,"cairn terrier",NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,FALSE,"cairn terrier"
474,"female","yes",2011-09-19,NA,"West (Mountain)","suburban","other",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
475,"male","yes",2006-11-24,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,30,0.254237288135593,TRUE,FALSE,FALSE,NA
476,"male","yes",2013-01-01,NA,NA,NA,"breeder",3,"poodle",NA,"yes","poodle","poodle","poodle",FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,FALSE,TRUE,TRUE,"poodle"
477,"male","yes",2006-01-01,NA,"West (Mountain)","suburban","shelter",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
478,"female","yes",2006-01-01,NA,NA,NA,"other",NA,"dachshund",NA,NA,"dachshund",NA,NA,FALSE,FALSE,FALSE,NA,NA,40,0.338983050847458,FALSE,TRUE,FALSE,"dachshund"
479,"male","yes",1998-11-24,NA,NA,NA,"other",1,"american cocker spaniel","poodle",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,TRUE,FALSE,FALSE,NA
480,"male","yes",2014-01-01,NA,NA,NA,"breeder",3,"poodle",NA,"yes","poodle","poodle","poodle",FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,FALSE,TRUE,TRUE,"poodle"
481,"female","yes",2011-06-15,NA,"West (Pacific)","suburban","shelter",1,"chinese crested",NA,NA,"chinese crested",NA,NA,FALSE,FALSE,FALSE,NA,NA,86,0.728813559322034,FALSE,TRUE,FALSE,"chinese crested"
482,"male","no",2012-03-08,NA,NA,NA,"breeder",3,"belgian malinois",NA,"yes","belgian malinois","belgian malinois","belgian malinois",FALSE,FALSE,FALSE,NA,NA,7,0.0593220338983051,FALSE,TRUE,TRUE,"belgian malinois"
483,"male","no",2011-01-30,NA,NA,NA,NA,NA,"belgian malinois",NA,NA,"belgian malinois",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"belgian malinois"
484,"male","no",2008-09-21,NA,NA,NA,NA,NA,"german shepherd dog",NA,"yes","german shepherd dog","german shepherd dog","german shepherd dog",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"german shepherd dog"
485,"female","no",2009-06-30,NA,NA,NA,NA,NA,"belgian malinois",NA,NA,"belgian malinois",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"belgian malinois"
486,"male","yes",2012-05-05,NA,NA,NA,NA,NA,"chihuahua",NA,"yes","chihuahua","chihuahua","chihuahua",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"chihuahua"
487,"male","no",2014-08-27,NA,NA,NA,NA,NA,"border collie","bearded collie",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
488,"male","yes",2003-11-25,NA,NA,NA,"other",1,"american cocker spaniel",NA,"no","american cocker spaniel",NA,NA,FALSE,FALSE,FALSE,NA,NA,112,0.949152542372881,FALSE,TRUE,FALSE,"american cocker spaniel"
489,"male","yes",2011-12-15,NA,"West (Pacific)","suburban","shelter",1,"jack russell terrier","dachshund",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,87,0.73728813559322,TRUE,FALSE,FALSE,NA
490,"female","yes",2012-11-24,NA,NA,NA,"rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,115,0.974576271186441,TRUE,FALSE,FALSE,NA
491,"male","yes",2009-11-24,NA,NA,NA,"rescue",2,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"american pit bull terrier"
492,"male","no",2014-01-01,NA,NA,NA,"breeder",NA,"german shepherd dog",NA,"yes","german shepherd dog","german shepherd dog","german shepherd dog",FALSE,FALSE,FALSE,NA,NA,50,0.423728813559322,FALSE,TRUE,TRUE,"german shepherd dog"
493,"female","yes",2010-01-01,NA,NA,NA,"rescue",NA,"belgian malinois",NA,NA,"belgian malinois",NA,NA,FALSE,FALSE,FALSE,NA,NA,40,0.338983050847458,FALSE,TRUE,FALSE,"belgian malinois"
494,"female","yes",2002-01-01,2018-07-28,NA,NA,"breeder",2,"vizsla",NA,"yes","vizsla","vizsla","vizsla",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"vizsla"
495,"female","no",2008-01-01,NA,NA,NA,"other",2,"vizsla",NA,"yes","vizsla","vizsla","vizsla",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"vizsla"
496,"female","no",2015-01-01,NA,NA,NA,"breeder",NA,"vizsla",NA,"yes","vizsla","vizsla","vizsla",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"vizsla"
497,"male","yes",2014-01-01,NA,"Northeast (New England)","suburban","rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,105,0.889830508474576,TRUE,FALSE,FALSE,NA
498,"female","yes",2005-11-24,NA,NA,NA,"shelter",2,"australian cattle dog","australian shepherd","yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
499,"male","yes",2009-12-05,NA,"Northeast (New England)","suburban","breeder",NA,"english shepherd",NA,"no","english shepherd",NA,NA,FALSE,FALSE,FALSE,NA,NA,114,0.966101694915254,FALSE,TRUE,FALSE,"english shepherd"
500,"female","yes",2014-02-14,NA,NA,NA,"shelter",2,"australian cattle dog","great pyrenees",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
501,"male","no",2014-05-12,NA,NA,NA,"breeder",3,"rhodesian ridgeback",NA,"yes","rhodesian ridgeback","rhodesian ridgeback","rhodesian ridgeback",FALSE,FALSE,FALSE,NA,NA,73,0.61864406779661,FALSE,TRUE,TRUE,"rhodesian ridgeback"
502,"male","yes",2005-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
503,"female","no",2001-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
504,"female","no",2014-04-10,NA,NA,NA,NA,NA,"jack russell terrier",NA,NA,"jack russell terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"jack russell terrier"
505,"female","yes",2003-07-21,NA,NA,NA,"breeder",1,"dachshund",NA,"yes","dachshund","dachshund","dachshund",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"dachshund"
506,"male","no",2009-11-24,NA,NA,NA,"other",3,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
