"id","sex","sterilized","birth_date","flagged_deceased_date","region","environ","origin","size","breed1","breed2","purebred","owner_breed","reg_breed","regseq_breed","geno_wgs","geno_axiom","geno_lowpass","other_population","owner_label","responses","response_rate","mutt","cand","conf","consensus_breed"
23933,"male","yes",2014-04-08,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23934,"female","yes",2015-09-23,NA,NA,NA,NA,NA,"poodle","border terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,TRUE,FALSE,FALSE,NA
23935,"female","yes",2018-11-22,NA,NA,NA,NA,NA,"bichon frise","shih tzu","yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,100,0.847457627118644,TRUE,FALSE,FALSE,NA
23936,"female","yes",2017-05-01,NA,NA,NA,"other",2,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23937,"female","yes",NA,NA,NA,NA,NA,NA,"american english coonhound","bloodhound","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23938,"female","yes",2013-06-17,NA,NA,NA,NA,NA,"american english coonhound",NA,"no","american english coonhound",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american english coonhound"
23939,"male","yes",2018-02-08,NA,NA,NA,"breeder",3,"german shepherd dog",NA,"yes","german shepherd dog","german shepherd dog","german shepherd dog",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"german shepherd dog"
23940,"female","yes",2019-04-02,NA,NA,NA,NA,NA,"rhodesian ridgeback",NA,"yes","rhodesian ridgeback","rhodesian ridgeback","rhodesian ridgeback",FALSE,FALSE,FALSE,NA,NA,100,0.847457627118644,FALSE,TRUE,TRUE,"rhodesian ridgeback"
23941,"female","no",2019-04-23,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,TRUE,FALSE,FALSE,NA
23942,"male","yes",2014-04-01,NA,NA,NA,NA,NA,"golden retriever","border collie","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,90,0.76271186440678,TRUE,FALSE,FALSE,NA
23943,"male","yes",2019-03-26,NA,"South (West South Central)","urban","shelter",NA,"border collie","american pit bull terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,TRUE,FALSE,FALSE,NA
23944,"male","yes",2019-02-02,NA,"South (South Atlantic)","urban",NA,NA,"chihuahua","boxer","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,50,0.423728813559322,TRUE,FALSE,FALSE,NA
23945,"male","yes",2014-04-15,NA,NA,NA,NA,NA,"catahoula leopard dog","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23946,"female","yes",2011-01-14,NA,NA,NA,NA,NA,"australian cattle dog",NA,"no","australian cattle dog",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"australian cattle dog"
23947,"female","yes",2007-01-21,NA,NA,NA,NA,NA,"pug",NA,"no","pug",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"pug"
23948,"female","no",2019-02-18,NA,"Midwest (West North Central)","urban","breeder",NA,"staffordshire bull terrier","rat terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23949,"male","no",2018-12-24,NA,NA,NA,NA,NA,"great pyrenees","rottweiler","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23950,"male","yes",2016-01-10,NA,NA,NA,NA,NA,"labrador retriever","weimaraner","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,90,0.76271186440678,TRUE,FALSE,FALSE,NA
23951,"female","yes",2010-05-30,NA,NA,NA,NA,NA,"lhasa apso",NA,"no","lhasa apso",NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,FALSE,"lhasa apso"
23952,"female","yes",2013-01-17,NA,NA,NA,"shelter",3,"german shepherd dog","siberian husky","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23953,"male","yes",2007-04-17,NA,NA,NA,NA,NA,"siberian husky","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23954,"male","yes",2008-03-01,NA,NA,NA,NA,NA,"poodle",NA,"yes","poodle","poodle","poodle",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"poodle"
23955,"male","yes",2018-10-18,NA,NA,NA,NA,NA,"german shorthaired pointer",NA,"yes","german shorthaired pointer","german shorthaired pointer","german shorthaired pointer",FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,FALSE,TRUE,TRUE,"german shorthaired pointer"
23956,"female","yes",2015-11-12,NA,NA,NA,NA,NA,"german shepherd dog",NA,"yes","german shepherd dog","german shepherd dog","german shepherd dog",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"german shepherd dog"
23957,"male","yes",2005-07-05,NA,NA,NA,"breeder",1,"toy poodle",NA,"yes","toy poodle","toy poodle","toy poodle",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"toy poodle"
23958,"female","yes",2014-03-20,NA,NA,NA,NA,NA,"jack russell terrier","pembroke welsh corgi","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,TRUE,FALSE,FALSE,NA
23959,"female","yes",2014-03-20,NA,NA,NA,NA,NA,"jack russell terrier","pembroke welsh corgi","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23960,"male","yes",2016-08-10,NA,NA,NA,NA,NA,"american pit bull terrier",NA,"no","american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american pit bull terrier"
23961,"male","no",2015-07-04,NA,NA,NA,NA,NA,"american pit bull terrier",NA,"yes","american pit bull terrier","american pit bull terrier","american pit bull terrier",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"american pit bull terrier"
23962,"female","yes",2019-03-29,NA,"West (Pacific)","urban",NA,NA,"american pit bull terrier","american staffordshire terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23963,"female","yes",NA,NA,"West (Pacific)","urban",NA,NA,"american staffordshire terrier","golden retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23964,"male","no",2012-06-30,NA,NA,NA,NA,NA,"german shepherd dog","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,80,0.677966101694915,TRUE,FALSE,FALSE,NA
23965,"female","yes",2013-01-19,NA,NA,NA,NA,NA,"poodle","american cocker spaniel","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23966,"female","yes",2013-01-19,NA,NA,NA,NA,NA,"poodle","american cocker spaniel","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23967,"male","yes",2016-05-27,NA,NA,NA,NA,NA,"labrador retriever",NA,"no","labrador retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,40,0.338983050847458,FALSE,TRUE,FALSE,"labrador retriever"
23968,"male","yes",2006-01-11,NA,NA,NA,"other",1,"shih tzu","poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23969,"female","yes",2007-03-24,NA,NA,NA,"rescue",2,"doberman pinscher",NA,"no","doberman pinscher",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"doberman pinscher"
23970,"female","yes",2007-10-27,NA,NA,NA,NA,NA,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"labrador retriever"
23971,"female","yes",2019-01-02,NA,NA,NA,NA,NA,"poodle",NA,"no","poodle",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"poodle"
23972,"male","yes",2010-03-04,NA,NA,NA,"rescue",1,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23973,"male","no",2018-04-05,NA,NA,NA,"breeder",2,NA,NA,"yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23974,"male","yes",2011-11-25,NA,NA,NA,NA,NA,"shar pei","pug","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23975,"male","yes",2011-11-25,NA,NA,NA,NA,NA,"shar pei","pug","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23976,"male","yes",2013-12-26,NA,NA,NA,NA,NA,"shih tzu","shih tzu","no","shih tzu",NA,NA,FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,FALSE,TRUE,FALSE,"shih tzu"
23977,"male","yes",2011-04-01,NA,NA,NA,"rescue",2,"german shepherd dog","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23978,"male","yes",2017-11-11,NA,NA,NA,NA,NA,"miniature schnauzer","toy poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23979,"male","no",2011-07-14,NA,NA,NA,"rescue",0,"chihuahua",NA,"no","chihuahua",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"chihuahua"
23980,"male","no",2013-09-09,NA,NA,NA,"breeder",3,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
23981,"female","no",2018-09-14,NA,NA,NA,"other",0,"jack russell terrier","jack russell terrier","no","jack russell terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"jack russell terrier"
23982,"female","yes",2015-04-01,NA,NA,NA,NA,NA,"miniature pinscher","chihuahua","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,106,0.898305084745763,TRUE,FALSE,FALSE,NA
23983,"male","yes",2009-07-09,NA,NA,NA,"breeder",2,"labrador retriever","weimaraner","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23984,"female","yes",2012-10-12,NA,NA,NA,NA,NA,"miniature pinscher","dachshund","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,109,0.923728813559322,TRUE,FALSE,FALSE,NA
23985,"male","yes",2017-02-12,NA,NA,NA,"rescue",2,"american pit bull terrier","boxer","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23986,"male","yes",2012-04-02,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23987,"male","yes",2012-04-02,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23988,"male","yes",2017-08-17,NA,NA,NA,NA,NA,"great dane","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23989,"male","yes",2014-04-01,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23990,"male","yes",2015-08-17,NA,NA,NA,"rescue",1,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
23991,"male","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,30,0.254237288135593,TRUE,FALSE,FALSE,NA
23992,"male","yes",2006-04-17,NA,NA,NA,NA,NA,"miniature schnauzer",NA,"yes","miniature schnauzer","miniature schnauzer","miniature schnauzer",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"miniature schnauzer"
23993,"male","yes",2007-01-01,NA,NA,NA,NA,NA,"australian shepherd",NA,"no","australian shepherd",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"australian shepherd"
23994,"male","yes",2018-10-06,NA,NA,NA,NA,NA,"irish setter","golden retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,100,0.847457627118644,TRUE,FALSE,FALSE,NA
23995,"female","yes",2015-03-28,NA,NA,NA,NA,NA,"bernese mountain dog","rottweiler","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,80,0.677966101694915,TRUE,FALSE,FALSE,NA
23996,"male","yes",2012-10-31,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
23997,"male","yes",2013-01-11,NA,NA,NA,"shelter",3,"alaskan malamute",NA,"yes","alaskan malamute","alaskan malamute","alaskan malamute",FALSE,FALSE,FALSE,NA,NA,108,0.915254237288136,FALSE,TRUE,TRUE,"alaskan malamute"
23998,"male","yes",2018-04-14,NA,NA,NA,NA,NA,"bedlington terrier",NA,"yes","bedlington terrier","bedlington terrier","bedlington terrier",FALSE,FALSE,FALSE,NA,NA,100,0.847457627118644,FALSE,TRUE,TRUE,"bedlington terrier"
23999,"female","yes",2017-01-01,NA,NA,NA,NA,NA,"american pit bull terrier",NA,"no","american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,FALSE,TRUE,FALSE,"american pit bull terrier"
24000,"male","yes",2008-08-27,NA,NA,NA,NA,NA,"border collie",NA,"no","border collie",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"border collie"
24001,"female","yes",2011-03-04,NA,NA,NA,"shelter",2,"australian kelpie","australian cattle dog","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24002,"female","yes",2019-01-04,NA,NA,NA,NA,NA,"labrador retriever","poodle","yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,TRUE,FALSE,FALSE,NA
24003,"male","yes",2017-12-05,NA,NA,NA,"breeder",3,"german shepherd dog",NA,"yes","german shepherd dog","german shepherd dog","german shepherd dog",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"german shepherd dog"
24004,"male","yes",2005-11-05,NA,NA,NA,"rescue",1,"schipperke",NA,"no","schipperke",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"schipperke"
24005,"female","yes",NA,NA,NA,NA,"rescue",NA,"schipperke",NA,"no","schipperke",NA,NA,FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,FALSE,TRUE,FALSE,"schipperke"
24006,"male","yes",2018-02-12,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24007,"male","yes",2011-09-22,NA,NA,NA,"rescue",1,"schipperke",NA,"no","schipperke",NA,NA,FALSE,FALSE,FALSE,NA,NA,108,0.915254237288136,FALSE,TRUE,FALSE,"schipperke"
24008,"female","yes",2005-01-05,NA,NA,NA,NA,NA,"siberian husky",NA,"no","siberian husky",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"siberian husky"
24009,"male","yes",2008-08-22,NA,NA,NA,NA,NA,"chihuahua","rat terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,TRUE,FALSE,FALSE,NA
24010,"male","yes",2011-08-03,NA,NA,NA,NA,NA,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,70,0.593220338983051,FALSE,TRUE,TRUE,"labrador retriever"
24011,"female","yes",2009-12-09,NA,NA,NA,NA,NA,"collie","german shepherd dog","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24012,"female","yes",2007-04-25,NA,NA,NA,NA,NA,"american cocker spaniel","poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24013,"female","no",2014-07-15,NA,NA,NA,NA,NA,"labrador retriever","poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,TRUE,FALSE,FALSE,NA
24014,"female","yes",2017-11-13,NA,NA,NA,"shelter",3,"plott",NA,"no","plott",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"plott"
24015,"female","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24016,"female","yes",2013-11-11,NA,NA,NA,"rescue",1,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24017,"female","yes",2017-09-11,NA,NA,NA,"breeder",3,"bouvier des flandres","poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24018,"male","yes",2015-02-25,NA,NA,NA,NA,NA,"poodle","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24019,"male","yes",2017-11-13,NA,NA,NA,NA,NA,"english bulldog","boston terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,50,0.423728813559322,TRUE,FALSE,FALSE,NA
24020,"female","yes",2013-07-05,NA,NA,NA,NA,NA,"poodle","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24021,"female","yes",2014-10-01,NA,NA,NA,"shelter",1,"bichon frise","shih tzu","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24022,"male","yes",2018-08-01,NA,NA,NA,NA,NA,"german shepherd dog","great pyrenees","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24023,"male","yes",2018-03-06,NA,NA,NA,NA,NA,"poodle","soft coated wheaten terrier","yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24024,"female","yes",NA,NA,NA,NA,"shelter",NA,"german shepherd dog","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24025,"male","yes",2014-10-25,NA,NA,NA,NA,NA,"golden retriever","golden retriever","yes","golden retriever","golden retriever","golden retriever",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"golden retriever"
24026,"male","yes",2010-12-04,NA,NA,NA,NA,NA,"boxer",NA,"yes","boxer","boxer","boxer",FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,FALSE,TRUE,TRUE,"boxer"
24027,"female","yes",2013-10-04,NA,NA,NA,NA,NA,"boxer",NA,"no","boxer",NA,NA,FALSE,FALSE,FALSE,NA,NA,100,0.847457627118644,FALSE,TRUE,FALSE,"boxer"
24028,"male","yes",2017-03-30,NA,NA,NA,NA,NA,"boxer",NA,"yes","boxer","boxer","boxer",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"boxer"
24029,"female","yes",2013-11-13,NA,NA,NA,"shelter",3,"english setter","golden retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24030,"female","yes",2010-11-01,NA,NA,NA,"breeder",1,"pomeranian","yorkshire terrier","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24031,"male","yes",2009-09-25,NA,NA,NA,NA,NA,"rat terrier","chihuahua","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24032,"female","yes",2009-10-13,NA,NA,NA,NA,NA,"poodle","bichon frise","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,100,0.847457627118644,TRUE,FALSE,FALSE,NA
24033,"female","yes",2013-10-11,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24034,"female","yes",2001-11-13,2019-11-14,NA,NA,"rescue",2,"american eskimo dog",NA,"no","american eskimo dog",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"american eskimo dog"
24035,"male","yes",2016-02-04,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24036,"male","no",2014-07-06,NA,NA,NA,NA,NA,"siberian husky","beagle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24037,"female","no",2015-11-14,NA,NA,NA,NA,NA,"havanese",NA,"yes","havanese","havanese","havanese",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"havanese"
24038,"male","yes",2006-11-03,NA,NA,NA,"breeder",3,"poodle",NA,"yes","poodle","poodle","poodle",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"poodle"
24039,"male","yes",2012-11-11,NA,NA,NA,"breeder",3,"poodle",NA,"yes","poodle","poodle","poodle",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"poodle"
24040,"male","yes",2019-11-13,NA,NA,NA,NA,NA,"australian kelpie",NA,"no","australian kelpie",NA,NA,FALSE,FALSE,FALSE,NA,NA,30,0.254237288135593,FALSE,TRUE,FALSE,"australian kelpie"
24041,"male","yes",2012-08-14,NA,NA,NA,NA,NA,"nova scotia duck tolling retriever",NA,"no","nova scotia duck tolling retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,110,0.932203389830508,FALSE,TRUE,FALSE,"nova scotia duck tolling retriever"
24042,"female","yes",2010-06-24,NA,NA,NA,NA,NA,"golden retriever","poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24043,"female","yes",2017-09-09,NA,NA,NA,"other",3,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24044,"male","yes",2013-12-22,NA,NA,NA,"breeder",2,NA,NA,"yes",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24045,"female","yes",2013-05-01,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24046,"male","yes",2013-10-31,NA,NA,NA,NA,NA,"french bulldog",NA,"no","french bulldog",NA,NA,FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,FALSE,TRUE,FALSE,"french bulldog"
24047,"male","no",2019-11-14,NA,NA,NA,NA,NA,"bearded collie",NA,"yes","bearded collie","bearded collie","bearded collie",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"bearded collie"
24048,"male","yes",2005-09-14,NA,NA,NA,NA,NA,"manchester terrier",NA,"yes","manchester terrier","manchester terrier","manchester terrier",FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,FALSE,TRUE,TRUE,"manchester terrier"
24049,"male","yes",2011-10-16,NA,NA,NA,NA,NA,"chihuahua","german shorthaired pointer","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24050,"male","yes",2008-11-13,NA,NA,NA,NA,NA,"miniature schnauzer","poodle","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,50,0.423728813559322,TRUE,FALSE,FALSE,NA
24051,"female","no",2018-05-25,NA,NA,NA,NA,NA,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,30,0.254237288135593,FALSE,TRUE,TRUE,"labrador retriever"
24052,"male","yes",2007-03-03,NA,NA,NA,NA,NA,"siberian husky",NA,"yes","siberian husky","siberian husky","siberian husky",FALSE,FALSE,FALSE,NA,NA,30,0.254237288135593,FALSE,TRUE,TRUE,"siberian husky"
24053,"male","no",2011-04-29,NA,NA,NA,"rescue",2,"chow chow",NA,"no","chow chow",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"chow chow"
24054,"female","yes",2012-07-02,NA,NA,NA,NA,NA,"bernese mountain dog","labrador retriever","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24055,NA,"yes",2010-04-23,NA,NA,NA,NA,NA,"chihuahua",NA,"no","chihuahua",NA,NA,FALSE,FALSE,FALSE,NA,NA,20,0.169491525423729,FALSE,TRUE,FALSE,"chihuahua"
24056,"male","yes",2015-10-02,NA,NA,NA,"breeder",NA,"whippet","border collie","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,109,0.923728813559322,TRUE,FALSE,FALSE,NA
24057,"female","yes",2011-01-22,NA,NA,NA,"breeder",2,"portuguese water dog",NA,"yes","portuguese water dog","portuguese water dog","portuguese water dog",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"portuguese water dog"
24058,"male","no",2018-10-11,NA,NA,NA,NA,NA,"german shepherd dog","siberian husky","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24059,"female","yes",2009-02-09,NA,NA,NA,NA,NA,"toy poodle",NA,"yes","toy poodle","toy poodle","toy poodle",FALSE,FALSE,FALSE,NA,NA,50,0.423728813559322,FALSE,TRUE,TRUE,"toy poodle"
24060,"female","yes",2014-11-13,NA,NA,NA,NA,NA,"border collie",NA,"no","border collie",NA,NA,FALSE,FALSE,FALSE,NA,NA,10,0.0847457627118644,FALSE,TRUE,FALSE,"border collie"
24061,"male","yes",NA,NA,NA,NA,NA,NA,"jack russell terrier","shih tzu","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
24062,"male","yes",2019-01-01,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
24063,"male","yes",NA,NA,NA,NA,NA,NA,"jack russell terrier","shih tzu","no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
